Gene_ID,C11,C15,C19,C23,N11,N15,N19,N23
NM_001270464,919,1213,1370,1506,1245,846,773,1174
NR_073023,919,1213,1370,1506,1245,846,773,1174
NR_073021,919,1213,1370,1506,1245,846,773,1174
NR_073020,919,1213,1370,1506,1245,846,773,1174
NR_073019,919,1213,1370,1506,1245,846,773,1174
NR_073018,919,1213,1370,1506,1245,846,773,1174
NR_073017,919,1213,1370,1506,1245,846,773,1174
NR_073016,919,1213,1370,1506,1245,846,773,1174
NM_006279,919,1213,1370,1506,1245,846,773,1174
NM_201542,576,834,914,975,652,661,571,736
NM_174971,919,1213,1370,1506,1245,846,773,1174
NM_174970,919,1213,1370,1506,1245,846,773,1174
NM_174969,919,1213,1370,1506,1245,846,773,1174
NM_174968,919,1213,1370,1506,1245,846,773,1174
NM_174967,919,1213,1370,1506,1245,846,773,1174
NM_001270461,919,1213,1370,1506,1245,846,773,1174
NM_001270460,919,1213,1370,1506,1245,846,773,1174
NM_001270459,919,1213,1370,1506,1245,846,773,1174
NM_001195831,55,164,202,1050,359,133,122,1134
NM_174966,919,1213,1370,1506,1245,846,773,1174
NM_174965,919,1213,1370,1506,1245,846,773,1174
NM_174964,919,1213,1370,1506,1245,846,773,1174
NM_174963,919,1213,1370,1506,1245,846,773,1174
NM_052877,576,834,914,975,652,661,571,736
NM_001001653,576,834,914,975,652,661,571,736
NM_020365,550,816,844,781,561,521,388,546
NM_003738,120,316,319,382,441,172,263,491
NM_001261418,550,816,844,781,561,521,388,546
NM_001301699,1408,2520,2376,2257,2043,1739,1405,1950
NM_001301698,1408,2520,2376,2257,2043,1739,1405,1950
NM_001301701,1408,2520,2376,2257,2043,1739,1405,1950
NM_001301700,1408,2520,2376,2257,2043,1739,1405,1950
NM_001145636,195,253,301,263,359,217,194,318
NM_001166292,131,343,338,411,469,186,278,514
NM_001166588,343,473,467,431,326,336,239,310
NM_018150,1331,2125,2217,2152,2406,2055,1875,2108
NM_024066,1408,2520,2376,2257,2043,1739,1405,1950
NM_007170,1336,2500,2425,1569,2301,1708,1089,2786
NM_152298,1085,1259,1733,1608,1127,886,990,983
NM_002482,1085,1259,1733,1608,1127,886,990,983
NM_005897,369,484,483,530,297,361,266,363
NM_015112,1814,4006,3803,3168,3856,2590,2654,3784
NM_001145349,602,911,924,994,527,744,447,609
NM_001195193,1085,1259,1733,1608,1127,886,990,983
NM_001243728,763,924,984,956,786,537,501,648
NM_003579,72,73,139,102,96,50,64,67
NM_022745,779,968,1033,1008,868,618,542,688
NM_001441,3280,6654,6517,5983,6475,7810,4158,5980
NM_001142548,72,73,139,102,96,50,64,67
NM_001256418,763,924,984,956,786,537,501,648
NM_001042546,779,968,1033,1008,868,618,542,688
NM_001194986,118,404,304,334,489,168,372,473
NR_026749,36,66,41,40,14,17,16,17
NM_024603,55,81,89,111,146,52,129,163
NM_001286239,369,508,543,605,466,413,435,454
NM_001286238,369,508,543,605,466,413,435,454
NM_001302082,55,81,89,111,146,52,129,163
NM_019073,369,508,543,605,466,413,435,454
NR_046839,4,0,6,4,12,3,4,11
NM_001294348,2,4,12,6,8,12,5,7
NM_001144777,4,6,14,9,14,15,5,15
NM_001144776,2,4,12,6,8,13,5,7
NM_001144774,2,4,12,6,8,13,5,7
NM_001144775,2,4,12,6,8,13,5,7
NM_021952,2,4,12,6,8,13,5,7
NM_014372,1612,1702,1817,1661,1964,1527,1284,1412
NM_001136508,3,2,15,7,2,1,9,8
NM_007051,1175,1375,1614,1225,1139,921,803,1168
NM_024586,1822,2467,1989,2402,1561,1141,1021,1373
NR_046405,235,381,435,378,332,423,330,348
NM_148904,1714,2192,1814,2171,1391,979,881,1226
NM_148905,1714,2192,1814,2171,1391,979,881,1226
NM_148906,1822,2467,1989,2402,1561,1141,1021,1373
NM_148907,1714,2192,1814,2171,1391,979,881,1226
NM_148909,1822,2467,1989,2402,1561,1141,1021,1373
NM_148908,1822,2467,1989,2402,1561,1141,1021,1373
NR_046406,235,381,435,378,332,423,330,348
NM_004799,926,1146,1264,1192,1012,764,722,839
NM_007324,926,1146,1264,1192,1012,764,722,839
NM_015913,980,1237,1394,1112,720,881,696,770
NR_036662,1822,2467,1989,2402,1561,1141,1021,1373
NM_153703,817,2169,2197,7198,6265,2301,3940,4583
NM_001199082,817,2169,2197,7198,6265,2301,3940,4583
NM_001007098,565,647,800,696,502,908,539,438
NM_001193599,2242,2225,2766,2918,1655,2321,1590,1377
NM_001193600,2242,2225,2766,2918,1655,2321,1590,1377
NM_024646,5444,5479,7556,5653,4288,3411,3719,3753
NM_001199080,817,2169,2197,7198,6265,2301,3940,4583
NM_017887,597,654,813,1040,807,520,577,742
NM_001199081,817,2169,2196,7190,6258,2299,3937,4579
NM_023077,162,207,259,197,129,133,114,127
NM_002979,2242,2225,2766,2918,1655,2321,1590,1377
NM_001304760,597,654,813,1040,807,520,577,742
NM_001304759,597,654,813,1040,807,520,577,742
NM_001193617,2242,2225,2766,2918,1655,2321,1590,1377
NM_147193,187,508,463,1326,2505,434,947,2362
NM_145716,1476,3001,2419,2612,2871,2043,1381,3274
NM_001009955,1476,3001,2419,2612,2871,2043,1381,3274
NM_018070,1476,3001,2419,2612,2871,2043,1381,3274
NR_036640,1503,2611,2444,1838,928,1749,1120,811
NR_036639,1503,2611,2444,1838,928,1749,1120,811
NM_018982,1503,2611,2444,1838,928,1749,1120,811
NM_001291332,396,340,558,927,1930,549,739,2587
NR_037640,884,780,1221,1645,2781,976,1186,3631
NR_037641,884,780,1221,1645,2781,976,1186,3631
NR_037639,884,780,1221,1645,2781,976,1186,3631
NM_001039464,396,340,558,927,1930,549,739,2587
NR_110451,6,6,23,0,10,16,15,8
NM_174936,6,6,23,0,10,17,15,9
NM_001114108,195,397,385,153,419,667,391,447
NM_017904,145,288,278,110,268,448,257,306
NM_015306,1405,1643,1949,1872,1600,1087,1135,1442
NR_026782,396,340,558,927,1930,549,739,2587
NR_111931,396,340,558,927,1930,549,739,2587
NM_000562,0,1,0,0,2,4,2,2
NM_001004303,264,359,260,148,136,216,99,61
NR_034015,130,557,528,237,236,197,166,277
NR_034014,130,557,528,237,236,197,166,277
NM_001278224,207,242,299,261,244,190,178,277
NR_103473,220,274,378,357,279,251,230,323
NR_108106,130,557,528,237,236,197,166,277
NM_018291,316,382,502,463,383,300,299,413
NM_001113411,316,382,502,463,383,300,299,413
NM_001244714,299,360,469,427,362,279,275,400
NM_152377,2,11,14,18,3,25,0,14
NM_000775,98,768,272,116,42,227,69,37
NM_005595,1486,1667,1994,1905,1551,1364,1362,1343
NM_001134673,1486,1667,1994,1905,1551,1364,1362,1343
NR_110617,4,10,4,10,4,1,4,8
NM_001145512,1486,1668,1995,1906,1555,1370,1370,1344
NM_001145511,1498,1673,2013,1918,1567,1376,1376,1358
NM_033407,819,756,981,879,595,466,477,569
NM_001271999,819,756,981,879,595,466,477,569
NM_001272002,80,104,145,121,52,46,26,70
NM_001272000,819,756,981,879,595,466,477,569
NM_001272001,819,756,981,879,595,466,477,569
NM_181712,57,135,234,71,201,457,258,140
NM_032437,222,135,190,199,107,109,91,143
NR_038252,36,30,40,21,28,24,19,30
NM_001293274,359,320,420,822,632,238,487,670
NM_020925,367,323,422,846,644,246,492,682
NM_002227,1847,2739,2767,3283,2249,1491,2170,2087
NM_152489,8,7,2,3,4,3,6,2
NM_018211,667,515,625,703,640,405,391,623
NM_001256865,60,76,75,80,95,82,51,101
NM_001256864,58,62,66,73,76,78,46,91
NM_001198687,184,141,115,236,108,137,132,186
NM_001198689,307,191,161,329,179,175,226,282
NM_001198688,184,137,115,234,104,135,130,184
NM_002303,1660,1786,1575,2239,1517,1311,1391,1452
NM_014787,60,76,75,80,95,82,51,101
NM_001003679,1650,1786,1575,2229,1509,1309,1387,1446
NM_001003680,1527,1736,1529,2136,1438,1271,1293,1350
NM_020948,627,485,574,703,386,273,315,305
NM_001077700,627,485,574,703,386,273,315,305
NM_001077704,617,457,549,679,362,259,300,280
NM_001146111,627,485,574,703,386,273,315,305
NM_001077702,627,485,574,703,386,273,315,305
NM_001077701,617,457,549,679,362,259,300,280
NM_001146110,627,485,574,703,386,273,315,305
NM_001146113,627,485,574,703,386,273,315,305
NM_001146112,627,485,574,703,386,273,315,305
NM_024763,109,176,173,126,96,96,97,87
NM_001077703,627,485,574,703,386,273,315,305
NM_207014,81,133,131,94,87,79,66,61
NM_001308203,281,399,428,724,235,90,383,264
NM_032291,281,399,426,721,234,90,383,264
NM_144701,9,11,15,16,14,3,15,30
NM_001559,71,115,105,112,39,34,52,53
NM_018841,1219,970,1271,1484,1151,705,924,960
NM_001258216,71,115,105,112,39,34,52,53
NM_001258215,71,115,105,112,39,34,52,53
NM_001258214,71,115,105,112,39,34,52,53
NR_047584,71,115,105,112,39,34,52,53
NR_047583,71,115,105,112,39,34,52,53
NM_020794,138,202,223,491,194,298,213,291
NR_028294,39,93,74,73,353,59,56,148
NR_028293,39,93,74,73,353,59,56,148
NR_028292,39,93,74,73,353,59,56,148
NR_125938,2,8,10,6,1,1,0,9
NM_198716,39,93,74,73,353,59,56,148
NM_198715,26,63,55,53,307,54,50,123
NM_198714,39,93,74,73,353,59,56,148
NM_198718,33,80,68,61,332,56,54,138
NM_198719,29,79,68,59,324,54,54,138
NM_198717,39,93,74,73,353,59,56,148
NM_001126044,33,80,68,61,332,56,54,138
NR_046217,15,33,21,16,12,6,13,5
NR_046218,1,4,0,4,0,0,0,0
NM_173808,878,1015,973,1177,916,403,555,687
NM_001105659,14,7,29,24,19,19,7,23
NM_001134759,387,281,373,509,493,279,356,518
NM_001889,387,281,373,509,493,279,356,518
NM_001130043,387,281,373,509,493,279,356,518
NM_001130042,387,281,373,509,493,279,356,518
NM_001002912,5,10,28,1,4,40,6,11
NR_121671,1,0,10,1,2,4,2,4
NM_000016,1063,1192,1608,1345,1118,951,943,1120
NM_001286044,1063,1192,1608,1345,1118,951,943,1120
NM_001286043,1063,1192,1608,1345,1118,951,943,1120
NM_001286042,1063,1192,1608,1345,1118,951,943,1120
NM_002440,41,17,45,44,35,24,24,33
NM_001127328,1063,1192,1608,1345,1118,951,943,1120
NM_005482,4438,5392,6682,4314,3502,2472,2760,2879
NM_174858,306,157,124,261,301,70,103,107
NM_012093,304,149,119,249,278,60,95,101
NM_030965,56,70,90,245,634,45,56,196
NM_001039585,17,2,11,91,204,5,7,57
NM_001270384,1073,1205,1182,1222,698,718,492,633
NM_017655,618,820,657,586,392,543,389,420
NM_201626,803,797,989,843,423,484,351,326
NM_201624,1894,1603,1922,1876,841,1009,721,690
NM_000959,17,2,11,91,204,5,7,57
NM_015017,1894,1603,1922,1876,841,1009,721,690
NM_001304725,618,820,657,590,394,543,391,420
NM_198549,1073,1205,1182,1222,698,718,492,633
NR_027310,18,4,22,16,25,9,9,26
NM_022159,146,142,91,220,79,88,95,80
NR_125940,10,5,8,3,10,6,12,11
NR_125941,10,5,8,3,10,6,12,11
NR_125943,6,2,6,7,8,4,2,12
NM_012302,931,1011,1215,1745,1200,1241,1431,971
NM_001297705,931,1011,1215,1745,1200,1241,1431,971
NM_001297706,931,1011,1215,1745,1200,1241,1431,971
NR_119375,133,230,153,253,105,109,112,112
NM_014021,372,251,271,306,240,122,200,170
NM_058248,915,115,713,172,328,31,126,85
NM_002731,2023,1064,2119,1116,1343,837,974,996
NM_182948,1898,790,1795,837,1009,463,710,605
NM_021233,939,119,733,183,342,34,135,87
NM_207578,499,445,730,424,511,437,374,465
NM_001300916,374,171,406,145,177,63,110,74
NM_001166417,372,250,271,306,238,122,200,170
NM_001166294,372,251,271,306,240,122,200,170
NM_001166293,372,251,271,306,240,122,200,170
NM_001166295,372,250,271,306,238,122,200,170
NM_001310156,414,291,302,343,192,286,183,181
NM_032184,145,136,116,123,109,82,43,85
NM_145172,5,26,28,20,6,16,5,11
NM_001288563,5,26,28,20,6,16,5,11
NM_012137,1885,2432,2380,2411,1166,2168,1044,683
NM_001134445,2091,2677,2654,2624,1295,2294,1222,838
NR_024604,2,2,2,0,2,0,2,0
NM_001184766,342,243,451,413,329,175,225,208
NM_001184765,342,243,451,413,329,175,225,208
NM_020729,303,222,414,368,305,155,210,193
NM_004261,1697,1479,1534,1645,938,1090,909,879
NM_203341,1697,1479,1534,1645,938,1090,909,879
NM_001007022,303,222,414,368,305,155,210,193
NR_026989,33,99,54,118,80,33,63,120
NM_006256,924,638,874,700,508,353,366,436
NM_001514,352,427,474,426,275,238,186,262
NR_110682,56,41,81,38,31,29,19,46
NM_018103,493,393,655,502,319,201,297,190
NM_001134479,496,402,672,505,333,228,312,196
NM_001134486,80,105,223,315,45,27,214,30
NM_052942,80,105,223,315,45,27,214,30
NM_032270,121,141,224,200,86,73,98,85
NM_201269,794,638,817,726,399,339,277,405
NM_032186,794,638,817,726,399,339,277,405
NM_016620,791,628,801,721,381,324,275,392
NM_001242807,7,6,14,12,15,17,7,14
NM_001242808,7,6,14,12,15,17,7,14
NM_001242810,7,6,14,12,15,17,7,14
NM_183242,244,392,328,399,224,182,180,242
NM_003243,459,692,649,1059,1018,565,766,881
NM_207189,7,6,14,12,15,17,7,14
NM_001017975,986,3997,2395,4564,2024,1759,816,1323
NM_001195683,459,692,649,1059,1018,565,766,881
NM_001195684,465,703,662,1068,1036,575,774,898
NM_001242806,7,6,14,12,15,17,7,14
NM_001242805,7,6,14,12,15,17,7,14
NM_001726,6,6,11,8,15,17,5,14
NR_036634,459,692,649,1059,1018,565,766,881
NM_001252269,299,328,267,195,248,148,198,208
NM_001252270,299,328,267,195,248,148,198,208
NM_001006605,299,328,267,195,248,148,198,208
NM_005665,498,561,536,464,313,358,255,365
NM_001306076,535,453,631,608,395,352,357,555
NM_001252273,8514,4998,7514,6162,7019,4417,4922,5558
NM_206886,535,453,631,608,395,352,357,555
NM_001308248,498,561,536,464,313,358,255,365
NM_001261409,381,358,583,489,660,349,438,597
NM_001261410,342,299,510,450,569,309,404,523
NM_000350,34,49,100,50,55,53,78,59
NM_001261408,636,597,881,702,1014,482,594,815
NM_001164473,1538,1171,1606,1672,688,858,621,547
NM_003567,381,361,583,494,666,351,440,602
NM_001024948,1538,1171,1606,1672,688,858,621,547
NM_017737,1538,1171,1606,1672,688,858,621,547
NM_002858,692,681,659,745,468,506,410,476
NM_152487,215,233,209,396,179,158,78,113
NM_001199679,219,235,216,397,183,166,83,118
NM_001305242,240,314,258,213,186,200,141,136
NM_001199691,375,452,452,690,329,304,181,285
NM_144988,240,314,258,213,186,200,141,136
NR_104131,343,358,313,325,328,163,243,220
NR_131032,240,314,258,213,186,200,141,136
NR_110693,5,2,2,7,9,10,5,0
NM_001300989,753,449,577,547,497,146,350,387
NR_046590,112,212,168,222,130,94,126,145
NM_001300990,753,449,577,547,497,146,350,387
NM_001300985,753,449,577,547,497,146,350,387
NM_001300988,753,449,577,547,497,146,350,387
NR_125356,752,438,572,540,483,143,344,369
NR_125357,753,449,577,547,497,146,350,387
NM_021190,753,449,577,547,497,146,350,387
NM_001300986,753,449,577,547,497,146,350,387
NM_001300987,753,449,577,547,497,146,350,387
NM_001160301,58,113,44,102,81,36,66,80
NR_046105,0,3,5,42,0,4,0,0
NR_033940,524,579,656,427,206,105,139,170
NM_152238,107,97,109,146,169,86,134,142
NM_001037317,2,5,5,0,6,4,2,17
NM_001010861,2,5,5,0,6,4,2,17
NR_125951,0,0,0,0,0,0,0,2
NM_015976,107,97,109,146,169,86,134,142
NR_033716,107,97,109,146,169,86,134,142
NM_000646,591,550,731,436,314,379,265,298
NM_000645,581,536,717,422,302,371,262,288
NM_001013660,120,143,157,119,125,92,88,89
NM_000644,591,550,732,436,314,379,266,298
NM_000643,591,550,732,436,314,379,266,298
NM_003729,673,997,971,919,521,842,514,480
NM_001130841,673,997,971,919,521,842,514,480
NM_012243,1190,993,1183,959,608,710,380,453
NM_033313,297,485,554,645,295,109,189,236
NM_033312,390,685,771,955,400,164,261,335
NM_000028,591,550,732,436,314,379,266,298
NM_003672,705,961,1105,1350,545,219,343,465
NM_000642,591,565,745,439,322,403,272,306
NM_001271685,1187,947,1148,939,576,648,363,428
NM_001271684,1190,993,1183,959,608,710,380,453
NM_019083,514,362,587,411,249,166,218,238
NM_133496,636,668,675,671,251,365,240,244
NM_001144884,636,668,675,671,251,365,240,244
NR_109849,179,240,352,296,119,114,156,127
NM_058170,49,32,51,34,25,20,20,33
NM_001288823,49,32,51,34,25,20,20,33
NM_001288821,2,1,2,3,0,5,3,0
NR_110210,49,32,51,34,25,20,20,33
NR_110211,49,32,51,34,25,20,20,33
NR_110212,2,1,2,3,0,5,3,0
NM_017619,528,421,556,520,420,283,371,358
NM_001190709,24,19,26,13,23,11,24,35
NM_001854,24,19,26,13,23,11,24,35
NM_080629,24,19,26,13,23,11,24,35
NM_080630,24,19,26,13,23,11,24,35
NM_001079874,171,79,192,164,93,61,104,83
NM_001113226,126,117,292,221,420,39,156,298
NM_001113228,126,117,292,221,420,39,156,298
NM_014917,126,116,292,220,419,39,156,297
NM_006113,198,108,224,204,112,88,128,106
NM_013296,379,355,398,444,380,258,177,306
NM_144584,184,149,269,253,102,82,100,86
NM_001102592,184,146,260,249,98,77,90,79
NM_007269,622,476,495,557,383,286,320,304
NM_002959,1634,2884,1928,1958,2012,1297,1516,1782
NM_020775,12619,25053,18233,11536,9424,18899,8187,7953
NM_001205228,1626,2857,1916,1934,1957,1224,1446,1732
NM_001284352,12619,25053,18233,11536,9424,18899,8187,7953
NM_006496,979,981,1068,1086,835,794,685,737
NM_001267048,12619,25053,18233,11536,9424,18899,8187,7953
NM_001040033,322,468,669,905,163,139,686,168
NM_001204269,49,48,39,33,79,28,102,57
NR_036437,258,312,340,353,580,605,458,570
NM_004978,258,312,340,353,580,605,458,570
NM_000560,322,467,669,905,163,139,686,168
NM_001039574,258,312,340,353,580,605,458,570
NM_001302680,68,90,87,149,102,51,76,118
NM_001081976,68,90,87,149,102,51,76,118
NM_004980,465,1176,1174,621,688,721,632,640
NM_002884,912,620,777,820,1025,490,713,978
NM_172198,465,1176,1174,621,688,721,632,640
NM_001291896,908,600,750,805,934,459,660,919
NM_001010935,912,620,777,820,1025,490,713,978
NM_014813,332,565,538,603,374,357,281,336
NM_182759,5,4,3,0,2,4,2,6
NM_001308264,668,790,886,1066,962,443,488,653
NM_018704,440,587,953,666,503,366,513,515
NM_001004440,5,4,3,0,2,4,2,6
NM_138728,672,801,906,1072,966,457,496,659
NM_138727,672,801,906,1072,966,457,496,659
NM_138729,403,439,509,452,317,314,237,241
NM_017744,672,801,906,1072,966,457,496,659
NM_018364,329,330,354,335,219,184,180,231
NM_001142782,1202,1479,1581,1364,1195,1238,845,844
NM_001253853,548,611,714,819,491,374,537,510
NM_152900,1202,1479,1581,1364,1195,1238,845,844
NM_001253852,545,608,702,811,485,365,527,496
NR_130896,329,330,354,335,219,184,180,231
NM_006594,548,611,714,819,491,374,537,510
NM_001308312,545,608,702,811,485,365,527,496
NM_000036,1,8,13,22,3,4,47,3
NM_003176,184,157,199,193,169,117,114,131
NM_033020,1540,1384,1461,1536,790,767,626,716
NM_001282542,184,157,199,193,169,117,114,131
NM_001282541,184,157,199,193,169,117,114,131
NM_015906,1540,1384,1461,1536,790,767,626,716
NR_104211,184,157,199,193,169,117,114,131
NM_001308316,299,286,345,341,419,210,269,409
NM_001172626,1,8,13,22,3,4,47,3
NM_005725,299,286,345,341,419,210,269,409
NM_001308315,299,286,345,341,419,210,269,409
NM_152367,77,59,88,29,68,22,21,46
NM_001232,33,75,83,105,442,37,115,459
NM_018420,183,95,191,182,158,73,85,92
NM_001779,719,851,1039,998,581,468,541,447
NM_001542,579,1055,1234,1298,957,922,798,881
NM_001253849,32,14,147,56,69,13,83,53
NR_045604,32,14,147,69,73,17,89,53
NR_045603,32,14,147,69,73,17,89,53
NR_110786,60,66,98,92,53,34,92,59
NM_024626,32,14,147,69,73,17,89,53
NM_001144822,486,506,554,553,309,240,286,266
NR_026665,719,851,1039,998,581,468,541,447
NM_001007237,580,1060,1238,1301,962,936,802,886
NM_001253850,32,14,147,69,73,17,89,53
NM_020440,1345,2211,2242,2564,2970,1494,2201,2890
NR_126408,4,1,3,0,6,2,0,5
NM_206996,287,200,343,232,128,101,94,96
NR_125974,637,891,910,684,455,446,361,291
NR_125975,797,1070,1129,894,553,516,444,403
NR_125976,687,941,967,742,481,459,386,319
NR_125977,125,233,221,229,84,96,80,71
NM_032044,118,182,65,21,166,42,15,76
NM_001159352,118,182,65,21,166,42,15,76
NM_001037501,1388,1719,1471,1590,998,766,688,844
NR_102405,1388,1719,1471,1590,998,766,688,844
NR_102404,1388,1719,1471,1590,998,766,688,844
NM_001200001,697,1699,1424,1186,740,1556,1114,835
NM_024408,4315,7227,6511,5973,4313,5792,4716,4144
NM_001271872,141,207,155,289,188,150,150,174
NR_027337,82,193,255,137,200,305,220,447
NR_104189,148,149,145,242,137,97,141,168
NM_001170755,1445,2111,1788,1667,900,792,838,686
NM_173638,1416,2054,1746,1605,883,745,806,659
NR_120535,85,153,144,168,133,111,108,105
NM_001278267,1561,2510,2597,2346,1240,1187,1297,1144
NM_001097613,500,453,482,408,237,260,263,273
NM_001097612,500,453,482,408,237,260,263,273
NM_001271870,157,240,237,310,196,184,171,191
NR_036541,500,453,482,408,237,260,263,273
NM_207418,22,37,33,14,16,15,10,6
NM_144698,69,85,187,227,310,144,202,348
NM_001280799,69,85,187,227,310,144,202,348
NM_001461,2051,3557,2832,1614,818,621,932,798
NM_001144829,2302,3952,3064,1660,844,630,992,830
NM_001144830,2051,3557,2832,1614,818,621,932,798
NM_004326,1630,3211,2366,1996,1845,1522,1318,1473
NR_038423,15,29,37,23,11,9,10,17
NR_110864,1508,1953,2021,1750,1644,1433,1179,1357
NM_183372,1508,1953,2021,1750,1644,1433,1179,1357
NM_001101663,1243,1301,1358,1264,910,573,606,664
NM_016334,560,533,541,372,266,236,248,248
NR_046188,1508,1953,2021,1750,1644,1433,1179,1357
NR_120331,48,23,33,33,52,48,23,61
NM_001199739,640,638,843,1261,321,180,614,325
NM_004698,1708,1790,1997,1906,1442,1380,1062,1344
NM_001197325,922,1262,1315,1549,1147,806,911,1013
NM_015203,1308,1813,1718,1774,1695,1195,1086,1530
NM_001279354,870,911,1138,1127,768,694,611,746
NM_001279353,881,924,1146,1155,803,708,626,790
NM_001286036,922,1262,1315,1549,1147,806,911,1013
NM_001286035,922,1262,1315,1549,1147,806,911,1013
NM_001279355,870,911,1138,1127,768,694,611,746
NM_001297674,1308,1813,1718,1774,1695,1195,1086,1530
NM_001297673,1308,1813,1718,1774,1695,1195,1086,1530
NM_004079,640,638,843,1261,321,180,614,325
NR_103998,870,911,1138,1127,768,694,611,746
NM_007259,881,924,1146,1155,803,708,626,790
NM_001668,922,1262,1315,1549,1147,806,911,1013
NM_178427,922,1262,1315,1549,1147,806,911,1013
NM_001083965,400,478,577,386,308,391,295,267
NM_001083964,400,478,577,386,308,391,295,267
NM_001083963,400,478,577,386,308,391,295,267
